timestep,impact
115,17.06298676878214
116,17.222875520586967
117,17.123210716992617
118,17.080620616674423
119,17.093924209475517
120,17.04109951853752
121,17.231010876595974
122,17.074090629816055
123,17.067157417535782
124,17.02490098029375
125,17.178800791502
126,17.021640852093697
127,17.165915325284004
128,17.650821082293987
129,18.14283639192581
130,17.467635601758957
131,17.200243405997753
132,16.946900960057974
133,16.93023094534874
134,16.920692920684814
135,17.4050282984972
136,17.525468289852142
137,16.988592445850372
138,16.984260067343712
139,16.971804536879063
140,16.961954548954964
141,16.96173918247223
142,16.956343829631805
143,17.122051656246185
144,17.09495932608843
145,17.246478095650673
146,17.045299142599106
147,17.196690022945404
148,17.38517226278782
149,17.63965205848217
150,16.853505957871675
151,16.849997136741877
152,16.846410267055035
153,16.838914159685373
154,16.834288973361254
155,16.808784402906895
156,17.243219152092934
157,17.79605919122696
158,17.569248989224434
159,17.137357398867607
160,16.815185993909836
161,16.91572441160679
162,16.863055616617203
163,16.803070962429047
164,16.9848575592041
165,16.846726521849632
166,17.14366066455841
167,17.32166290283203
168,17.316935919225216
169,17.343319341540337
170,17.39681702852249
171,17.337551593780518
172,17.545250795781612
173,17.515932731330395
174,18.195410132408142
175,17.53566823154688
176,17.352120965719223
177,17.199355512857437
178,17.067386098206043
179,17.0044998973608
180,17.001850232481956
181,16.998967804014683
182,17.049117885529995
183,16.97045300900936
184,16.983412757515907
185,16.978620141744614
186,17.60060954093933
187,17.76729753613472
188,17.35998809337616
189,17.02973883599043
190,17.02496077120304
191,17.020732663571835
192,17.01270505785942
193,17.00945558398962
194,17.16215158253908
195,17.498335123062134
196,18.039419174194336
197,17.172724783420563
198,17.112844184041023
199,17.20210810750723
200,16.89023357257247
201,16.885743226855993
202,17.346911668777466
203,17.82600411772728
204,17.697808980941772
205,17.574521958827972
206,17.470003716647625
207,17.41921728849411
208,18.12192276120186
209,18.225256070494652
210,18.042932093143463
211,17.36089324951172
212,16.924688935279846
213,17.09549354016781
214,17.243220046162605
215,18.026924073696136
216,17.331756114959717
217,16.8176862411201
218,16.83012031391263
219,17.403370290994644
220,18.408182501792908
221,17.31718348711729
222,17.216303914785385
223,17.139795571565628
224,17.050109162926674
225,17.112277925014496
226,17.104707300662994
227,17.114114373922348
228,17.209917455911636
229,17.059572979807854
230,17.202334083616734
231,17.33407925069332
232,17.494777843356133
233,18.239312648773193
234,17.20988481491804
235,17.217535592615604
236,17.05088808387518
237,16.99051885306835
238,16.985588550567627
239,17.004516646265984
240,16.975979372859
241,16.9714452624321
242,16.966805770993233
243,16.96215794980526
244,16.98415721207857
245,16.948294509202242
246,16.941939249634743
247,16.94664330407977
248,16.926136568188667
249,16.91757147014141
250,16.94244782626629
251,16.906278535723686
252,16.922034867107868
253,16.89656388759613
254,16.8914907425642
255,16.902902461588383
256,17.348276868462563
257,17.53343367576599
258,16.939735367894173
259,16.980878695845604
260,16.92205508798361
261,16.943486094474792
262,17.12333247065544
263,17.271804943680763
264,18.541980355978012
265,17.07872499525547
266,16.83899075910449
267,16.83998739346862
268,16.82913603261113
269,16.82475183531642
270,16.831725168973207
271,15.502972293645144
272,15.992995411157608
273,16.12078347429633
274,16.30554309487343
275,17.181498259305954
276,16.386250287294388
277,16.39993552863598
278,16.283589124679565
279,17.0958589091897
280,17.093595400452614
281,17.08414076268673
282,17.0958589091897
283,17.3347003236413
284,18.06023535132408
285,17.376028209924698
286,17.076335340738297
287,17.107601672410965
288,17.061026714742184
289,17.05557730793953
290,17.066475905478
291,17.052249930799007
292,17.05193729698658
293,17.3103938549757
294,17.329811319708824
295,17.464359901845455
296,18.56818777322769
297,17.490685004740953
298,17.29671734198928
299,17.03605541959405
300,17.075448743999004
301,17.05573533475399
302,17.466274574398994
303,17.660035997629166
304,17.403719879686832
305,17.12851582467556
306,17.35464958101511
307,17.227695249021053
308,17.170123662799597
309,17.11432648077607
310,17.26713014394045
311,17.4735769033432
312,18.012663632631302
313,17.22398366779089
314,17.218870297074318
315,17.21784593909979
316,17.44409839808941
317,17.84727367758751
318,17.050214059650898
319,17.048132330179214
320,17.30912809073925
321,17.32666850090027
322,17.1337111890316
323,17.506780952215195
324,18.236818075180054
325,17.673286646604538
326,17.769330263137817
327,17.318296119570732
328,17.225811138749123
329,16.994888558983803
330,16.990115076303482
