feature,importance
queue_ns,0.022228825223340673
queue_ew,0.006095699924838161
waiting_time_ns,0.0060025861413301514
waiting_time_ew,0.0013538072671114814
emergency_present,0.37679259855393554
emergency_distance,0.5699136355485828
current_phase,0.017612847340861194
