timestep,value,advantage
595,-17.874853134155273,0.24220193922519684
596,-17.40079116821289,0.04368434473872185
597,-17.225830078125,0.045076485723257065
598,-17.418277740478516,0.07414610683917999
599,-17.42222785949707,0.1624484658241272
600,-16.953401565551758,0.10167048871517181
601,-17.15272331237793,0.05005995184183121
602,-17.308177947998047,0.019007816910743713
603,-17.47928810119629,0.023864254355430603
604,-17.754226684570312,0.26949673891067505
605,-17.289194107055664,0.05123165249824524
606,-17.136680603027344,0.07016584277153015
607,-17.130931854248047,0.06653153896331787
608,-17.334877014160156,0.05000317096710205
609,-17.904932022094727,0.31165993213653564
610,-17.19244956970215,0.15347367525100708
611,-17.124860763549805,0.05363976210355759
612,-17.619489669799805,0.039615556597709656
613,-17.55124282836914,0.25305330753326416
614,-17.11614990234375,0.06468655169010162
615,-17.28307342529297,0.08082622289657593
616,-17.31716537475586,0.19356873631477356
617,-17.244966506958008,0.16858962178230286
618,-17.115434646606445,0.05025704205036163
619,-17.470718383789062,0.017582431435585022
620,-17.732593536376953,0.3193296194076538
621,-17.204904556274414,0.03571438044309616
622,-17.395803451538086,0.09540878236293793
623,-17.369260787963867,0.21526050567626953
624,-16.798786163330078,0.12502062320709229
625,-16.808677673339844,0.1342085301876068
626,-17.29075813293457,0.009446889162063599
627,-17.449174880981445,0.022434428334236145
628,-17.888763427734375,0.37126898765563965
629,-17.39834213256836,0.014151319861412048
630,-17.285253524780273,0.054830193519592285
631,-17.454660415649414,0.05333486199378967
632,-17.70391082763672,0.2815028429031372
633,-17.73370933532715,0.2047647386789322
634,-16.34083366394043,0.014577694237232208
635,-16.549924850463867,0.07324610650539398
636,-16.688247680664062,0.0479087233543396
637,-16.04832649230957,0.0192393958568573
638,-16.14236831665039,0.3666050434112549
639,-15.493099212646484,0.009985838085412979
640,-15.379265785217285,0.028757164254784584
641,-15.464926719665527,0.038045573979616165
642,-15.699207305908203,0.03196544200181961
643,-15.765780448913574,0.07682839035987854
644,-15.880448341369629,0.08783656358718872
645,-16.29450798034668,0.011035114526748657
646,-16.376235961914062,0.02517346292734146
647,-16.848480224609375,0.04632695019245148
648,-16.93600082397461,0.34291189908981323
649,-15.850714683532715,0.06889811158180237
650,-15.103195190429688,0.06015205383300781
651,-15.414505004882812,0.07580479979515076
652,-15.834606170654297,0.10101728141307831
653,-16.000810623168945,0.0325160026550293
654,-16.204814910888672,0.2701237201690674
655,-15.147588729858398,0.0411711111664772
656,-15.195050239562988,0.02282542735338211
657,-15.18986701965332,0.03670811653137207
658,-15.445642471313477,0.04309140145778656
659,-15.698347091674805,0.011899270117282867
660,-15.887038230895996,0.0952802523970604
661,-16.30299949645996,0.04134085401892662
662,-17.001697540283203,0.11073964834213257
663,-16.38534164428711,0.04075805842876434
664,-16.665388107299805,0.03383825719356537
665,-16.912904739379883,0.4116094708442688
666,-15.65498161315918,0.024477578699588776
667,-15.797863006591797,0.03783456236124039
668,-15.599830627441406,0.09011982381343842
669,-15.944371223449707,0.06891810148954391
670,-16.222084045410156,0.11722193658351898
671,-16.830127716064453,0.43403297662734985
672,-15.401139259338379,0.026660136878490448
673,-15.195050239562988,0.02282542735338211
674,-15.23290729522705,0.021240513771772385
675,-15.147588729858398,0.0411711111664772
676,-15.402254104614258,0.05444454401731491
677,-15.691207885742188,0.002584420144557953
678,-16.07331085205078,0.08944633603096008
679,-16.504243850708008,0.006309323012828827
680,-17.300331115722656,0.12426091730594635
681,-16.959421157836914,0.013551026582717896
682,-17.03935432434082,0.34066903591156006
683,-15.90517520904541,0.08383705466985703
684,-15.323704719543457,0.08599454909563065
685,-17.64544105529785,0.10564685612916946
686,-17.657655715942383,0.00785517692565918
687,-17.62729263305664,0.010015733540058136
688,-17.647192001342773,0.028902322053909302
689,-18.067363739013672,0.2659297585487366
690,-17.841167449951172,0.01534164696931839
691,-18.264745712280273,0.23100310564041138
692,-17.518299102783203,0.018114760518074036
693,-18.03615379333496,0.2269050031900406
694,-18.176942825317383,0.15784303843975067
695,-17.54977035522461,0.14951828122138977
696,-17.200742721557617,0.08262275904417038
